Date_time,Open,High,Low,Close
2011-01-03 09:15:00,11882.1,11912.15,11826.95,11829.5
2011-01-04 09:15:00,11868.4,11872.8,11545.55,11559.6
2011-01-05 09:15:00,11545.75,11545.75,11265.55,11306.05
2011-01-06 09:15:00,11350.7,11377.1,11164.75,11168.75
2011-01-07 09:15:00,11146.45,11258.5,11007.9,11017.45
2011-01-08 09:15:00,,,,
2011-01-09 09:15:00,,,,
2011-01-10 09:15:00,11024.5,11072.7,10671.6,10686.0
2011-01-11 09:15:00,10734.2,10951.2,10620.8,10914.0
2011-01-12 09:15:00,10906.4,11161.15,10728.45,11129.25
2011-01-13 09:15:00,11125.95,11127.95,10676.5,10740.65
2011-01-14 09:15:00,10746.8,10907.3,10387.9,10443.75
2011-01-15 09:15:00,,,,
2011-01-16 09:15:00,,,,
2011-01-17 09:15:00,10459.6,10571.8,10373.8,10489.75
2011-01-18 09:15:00,10534.3,10677.95,10520.3,10633.1
2011-01-19 09:15:00,10646.0,10715.05,10562.25,10634.45
2011-01-20 09:15:00,10579.25,10878.8,10493.25,10795.1
2011-01-21 09:15:00,10750.4,10923.7,10740.0,10890.75
2011-01-22 09:15:00,,,,
2011-01-23 09:15:00,,,,
2011-01-24 09:15:00,10923.75,11177.85,10913.45,11138.55
2011-01-25 09:15:00,11183.55,11256.95,10849.4,10879.05
2011-01-26 09:15:00,,,,
2011-01-27 09:15:00,10946.4,10970.85,10639.85,10681.75
2011-01-28 09:15:00,10690.05,10736.4,10481.1,10607.8
2011-01-29 09:15:00,,,,
2011-01-30 09:15:00,,,,
2011-01-31 09:15:00,10444.35,10696.3,10400.25,10632.75
2011-02-01 09:15:00,10683.45,10683.45,10457.8,10466.4
2011-02-02 09:15:00,10599.0,10614.95,10418.2,10450.35
2011-02-03 09:15:00,10460.95,10704.3,10429.5,10655.7
2011-02-04 09:15:00,10632.9,10772.45,10385.9,10424.35
2011-02-05 09:15:00,,,,
2011-02-06 09:15:00,,,,
2011-02-07 09:15:00,10457.8,10509.8,10354.6,10395.8
2011-02-08 09:15:00,10431.05,10431.05,10119.45,10150.6
2011-02-09 09:15:00,10131.35,10294.8,10038.15,10158.5
2011-02-10 09:15:00,10106.25,10227.75,10017.85,10071.7
2011-02-11 09:15:00,10061.4,10473.45,10061.4,10456.95
2011-02-12 09:15:00,,,,
2011-02-13 09:15:00,,,,
2011-02-14 09:15:00,10477.85,10815.7,10477.85,10806.75
2011-02-15 09:15:00,10821.5,11035.15,10722.7,10958.4
2011-02-16 09:15:00,10929.25,11024.25,10908.65,10988.85
2011-02-17 09:15:00,10996.25,11190.2,10918.1,11134.9
2011-02-18 09:15:00,11153.8,11300.45,10915.35,10970.0
2011-02-19 09:15:00,,,,
2011-02-20 09:15:00,,,,
2011-02-21 09:15:00,10935.3,11070.35,10806.3,11055.85
2011-02-22 09:15:00,10957.5,10957.5,10777.65,10835.1
2011-02-23 09:15:00,10776.8,10857.85,10628.65,10645.75
2011-02-24 09:15:00,10603.25,10643.25,10169.0,10246.85
2011-02-25 09:15:00,10329.65,10510.5,10263.15,10499.75
2011-02-26 09:15:00,,,,
2011-02-27 09:15:00,,,,
2011-02-28 09:15:00,10512.2,10744.85,10364.35,10437.0
2011-03-01 09:15:00,10541.95,10906.15,10528.35,10901.1
2011-03-02 09:15:00,,,,
2011-03-03 09:15:00,10805.0,11066.4,10759.7,10908.85
2011-03-04 09:15:00,11008.9,11134.1,10924.1,10981.4
2011-03-05 09:15:00,,,,
2011-03-06 09:15:00,,,,
2011-03-07 09:15:00,10886.1,10886.1,10658.3,10792.65
2011-03-08 09:15:00,10782.6,10962.7,10779.15,10940.2
2011-03-09 09:15:00,10987.4,11054.0,10904.6,10941.95
2011-03-10 09:15:00,10920.65,10920.65,10783.3,10855.65
2011-03-11 09:15:00,10772.9,10904.2,10697.1,10734.25
2011-03-12 09:15:00,,,,
2011-03-13 09:15:00,,,,
2011-03-14 09:15:00,10730.4,10916.65,10730.4,10915.45
2011-03-15 09:15:00,10673.9,10784.2,10591.3,10750.7
2011-03-16 09:15:00,10777.1,11001.25,10777.1,10967.05
2011-03-17 09:15:00,10881.85,11018.3,10824.4,10853.1
2011-03-18 09:15:00,10882.0,10927.25,10699.4,10707.65
2011-03-19 09:15:00,,,,
2011-03-20 09:15:00,,,,
