Entry_date,Entry_price,Exit_price,Exit_date,Type
,,,,
03-01-2011 09:15,11877.25,11860.8,03-01-2011 10:15,Short
03-01-2011 10:15,11860.8,11852.55,03-01-2011 11:15,Short
03-01-2011 11:15,11852.55,11892.5,03-01-2011 12:15,Short
03-01-2011 12:15,11892.5,11884.2,03-01-2011 13:15,Short
03-01-2011 13:15,11884.2,11869.35,03-01-2011 14:15,Short
03-01-2011 14:15,11869.35,11829.5,03-01-2011 15:15,Short
03-01-2011 15:15,11829.5,11703.6,04-01-2011 09:15,Short
04-01-2011 09:15,11703.6,11667.25,04-01-2011 10:15,Short
04-01-2011 10:15,11667.25,11645,04-01-2011 11:15,Short
04-01-2011 12:15,11640.1,11648.3,04-01-2011 13:15,Buy
04-01-2011 13:15,11648.3,11562.5,04-01-2011 14:15,Buy
04-01-2011 14:15,11562.5,11559.6,04-01-2011 15:15,Buy
04-01-2011 15:15,11559.6,11373.95,05-01-2011 09:15,Buy
04-01-2011 15:15,11559.6,11373.95,05-01-2011 09:15,Short
05-01-2011 09:15,11373.95,11392.65,05-01-2011 10:15,Short
05-01-2011 10:15,11392.65,11332.05,05-01-2011 11:15,Short
05-01-2011 11:15,11332.05,11354.75,05-01-2011 12:15,Short
05-01-2011 12:15,11354.75,11276.3,05-01-2011 13:15,Short
05-01-2011 13:15,11276.3,11293.2,05-01-2011 14:15,Short
05-01-2011 14:15,11293.2,11306.05,05-01-2011 15:15,Short
05-01-2011 15:15,11306.05,11279.25,06-01-2011 09:15,Short
06-01-2011 09:15,11279.25,11272,06-01-2011 10:15,Short
06-01-2011 10:15,11272,11232.1,06-01-2011 11:15,Short
06-01-2011 11:15,11232.1,11226.65,06-01-2011 12:15,Short
06-01-2011 12:15,11226.65,11209.3,06-01-2011 13:15,Short
06-01-2011 13:15,11209.3,11198.7,06-01-2011 14:15,Short
06-01-2011 14:15,11198.7,11168.75,06-01-2011 15:15,Short
06-01-2011 15:15,11168.75,11092.85,07-01-2011 09:15,Short
07-01-2011 09:15,11092.85,11114.2,07-01-2011 10:15,Short
07-01-2011 10:15,11114.2,11141,07-01-2011 11:15,Short
07-01-2011 11:15,11141,11196.6,07-01-2011 12:15,Short
07-01-2011 12:15,11196.6,11166.2,07-01-2011 13:15,Short
07-01-2011 13:15,11166.2,11053.6,07-01-2011 14:15,Short
07-01-2011 14:15,11053.6,11017.45,07-01-2011 15:15,Short
07-01-2011 15:15,11017.45,11033.3,10-01-2011 09:15,Short
10-01-2011 09:15,11033.3,10948.5,10-01-2011 10:15,Short
10-01-2011 10:15,10948.5,10830.9,10-01-2011 11:15,Short
10-01-2011 11:15,10830.9,10872.9,10-01-2011 12:15,Short
10-01-2011 12:15,10872.9,10774.7,10-01-2011 13:15,Short
10-01-2011 13:15,10774.7,10706.5,10-01-2011 14:15,Short
10-01-2011 14:15,10706.5,10686,10-01-2011 15:15,Short
10-01-2011 15:15,10686,10777.1,11-01-2011 09:15,Short
11-01-2011 09:15,10777.1,10868.65,11-01-2011 10:15,Short
11-01-2011 10:15,10868.65,10839.2,11-01-2011 11:15,Short
11-01-2011 11:15,10839.2,10906.35,11-01-2011 12:15,Short
11-01-2011 12:15,10906.35,10880.5,11-01-2011 13:15,Short
11-01-2011 13:15,10880.5,10788.65,11-01-2011 14:15,Short
11-01-2011 14:15,10788.65,10914,11-01-2011 15:15,Short
11-01-2011 15:15,10914,10934.35,12-01-2011 09:15,Short
12-01-2011 09:15,10934.35,10860.25,12-01-2011 10:15,Short
12-01-2011 10:15,10860.25,10891.55,12-01-2011 11:15,Short
12-01-2011 11:15,10891.55,10890,12-01-2011 12:15,Short
12-01-2011 13:15,11010.05,11138.85,12-01-2011 14:15,Buy
12-01-2011 14:15,11138.85,11129.25,12-01-2011 15:15,Buy
12-01-2011 15:15,11129.25,11033.9,13-01-2011 09:15,Buy
13-01-2011 09:15,11033.9,11004.45,13-01-2011 10:15,Buy
13-01-2011 10:15,11004.45,10961.3,13-01-2011 11:15,Buy
13-01-2011 11:15,10961.3,10809.4,13-01-2011 12:15,Buy
13-01-2011 12:15,10809.4,10741.95,13-01-2011 13:15,Buy
13-01-2011 12:15,10809.4,10741.95,13-01-2011 13:15,Short
13-01-2011 13:15,10741.95,10714.55,13-01-2011 14:15,Short
13-01-2011 14:15,10714.55,10740.65,13-01-2011 15:15,Short
13-01-2011 15:15,10740.65,10641.05,14-01-2011 09:15,Short
14-01-2011 09:15,10641.05,10682.35,14-01-2011 10:15,Short
14-01-2011 10:15,10682.35,10779.75,14-01-2011 11:15,Short
14-01-2011 11:15,10779.75,10891.05,14-01-2011 12:15,Short
14-01-2011 12:15,10891.05,10662.8,14-01-2011 13:15,Short
14-01-2011 13:15,10662.8,10405.7,14-01-2011 14:15,Short
14-01-2011 14:15,10405.7,10443.75,14-01-2011 15:15,Short
14-01-2011 15:15,10443.75,10474.8,17-01-2011 09:15,Short
17-01-2011 09:15,10474.8,10529.45,17-01-2011 10:15,Short
17-01-2011 10:15,10529.45,10513.45,17-01-2011 11:15,Short
17-01-2011 11:15,10513.45,10546.7,17-01-2011 12:15,Short
17-01-2011 12:15,10546.7,10502.1,17-01-2011 13:15,Short
17-01-2011 13:15,10502.1,10482.4,17-01-2011 14:15,Short
17-01-2011 14:15,10482.4,10489.75,17-01-2011 15:15,Short
