,date,open,High,low,close,signal
8289,2014-10-15 21:15:00,,,,,Short
8290,2014-10-16 01:15:00,,,,,Short
8291,2014-10-16 05:15:00,,,,,Short
8292,2014-10-16 09:15:00,15758.5,15825.5,15715.35,15785.75,Short
8293,2014-10-16 13:15:00,15785.75,15785.8,15477.05,15507.95,Short
8294,2014-10-16 17:15:00,,,,,Short
8295,2014-10-16 21:15:00,,,,,Short
8296,2014-10-17 01:15:00,,,,,Short
8297,2014-10-17 05:15:00,,,,,Short
8298,2014-10-17 09:15:00,15617.35,15866.65,15603.45,15859.6,Short
8299,2014-10-17 13:15:00,15859.6,15973.5,15850.0,15963.2,Short
8300,2014-10-17 17:15:00,,,,,Short
8301,2014-10-17 21:15:00,,,,,Short
8302,2014-10-18 01:15:00,,,,,Short
8303,2014-10-18 05:15:00,,,,,Short
8304,2014-10-18 09:15:00,,,,,Short
8305,2014-10-18 13:15:00,,,,,Short
8306,2014-10-18 17:15:00,,,,,Short
8307,2014-10-18 21:15:00,,,,,Short
8308,2014-10-19 01:15:00,,,,,Short
8309,2014-10-19 05:15:00,,,,,Short
8310,2014-10-19 09:15:00,,,,,Short
8311,2014-10-19 13:15:00,,,,,Short
8312,2014-10-19 17:15:00,,,,,Short
8313,2014-10-19 21:15:00,,,,,Short
8314,2014-10-20 01:15:00,,,,,Short
8315,2014-10-20 05:15:00,,,,,Short
8316,2014-10-20 09:15:00,16259.7,16297.25,16176.35,16194.8,Short
8317,2014-10-20 13:15:00,16194.8,16234.0,16157.05,16227.25,Short
8318,2014-10-20 17:15:00,,,,,Short
8319,2014-10-20 21:15:00,,,,,Short
8320,2014-10-21 01:15:00,,,,,Short
8321,2014-10-21 05:15:00,,,,,Short
8322,2014-10-21 09:15:00,16290.75,16452.85,16269.0,16386.0,Short
8323,2014-10-21 13:15:00,16386.0,16442.9,16365.35,16441.2,Short
8324,2014-10-21 17:15:00,,,,,Short
8325,2014-10-21 21:15:00,,,,,Short
8326,2014-10-22 01:15:00,,,,,Short
8327,2014-10-22 05:15:00,,,,,Short
8328,2014-10-22 09:15:00,16570.4,16572.5,16365.6,16385.55,Short
8329,2014-10-22 13:15:00,16385.55,16472.15,16374.35,16445.2,Short
8330,2014-10-22 17:15:00,,,,,Short
8331,2014-10-22 21:15:00,,,,,Short
8332,2014-10-23 01:15:00,,,,,Short
8333,2014-10-23 05:15:00,,,,,Short
8334,2014-10-23 09:15:00,,,,,Short
8335,2014-10-23 13:15:00,,,,,Short
8336,2014-10-23 17:15:00,16508.4,16524.9,16449.05,16450.55,Short
8337,2014-10-23 21:15:00,,,,,Short
8338,2014-10-24 01:15:00,,,,,Short
8339,2014-10-24 05:15:00,,,,,Short
8340,2014-10-24 09:15:00,,,,,Short
8341,2014-10-24 13:15:00,,,,,Short
8342,2014-10-24 17:15:00,,,,,Short
8343,2014-10-24 21:15:00,,,,,Short
8344,2014-10-25 01:15:00,,,,,Short
8345,2014-10-25 05:15:00,,,,,Short
8346,2014-10-25 09:15:00,,,,,Short
8347,2014-10-25 13:15:00,,,,,Short
8348,2014-10-25 17:15:00,,,,,Short
8349,2014-10-25 21:15:00,,,,,Short
8350,2014-10-26 01:15:00,,,,,Short
8351,2014-10-26 05:15:00,,,,,Short
8352,2014-10-26 09:15:00,,,,,Short
8353,2014-10-26 13:15:00,,,,,Short
8354,2014-10-26 17:15:00,,,,,Short
8355,2014-10-26 21:15:00,,,,,Short
8356,2014-10-27 01:15:00,,,,,Short
8357,2014-10-27 05:15:00,,,,,Short
8358,2014-10-27 09:15:00,16538.9,16664.3,16470.85,16608.4,Short
8359,2014-10-27 13:15:00,16608.4,16638.3,16538.65,16552.8,Short
8360,2014-10-27 17:15:00,,,,,Short
8361,2014-10-27 21:15:00,,,,,Short
8362,2014-10-28 01:15:00,,,,,Short
8363,2014-10-28 05:15:00,,,,,Short
8364,2014-10-28 09:15:00,16607.5,16702.3,16607.5,16632.15,Short
8365,2014-10-28 13:15:00,16632.15,16686.75,16632.1,16670.55,Short
8366,2014-10-28 17:15:00,,,,,Short
8367,2014-10-28 21:15:00,,,,,Short
8368,2014-10-29 01:15:00,,,,,Short
8369,2014-10-29 05:15:00,,,,,Short
8370,2014-10-29 09:15:00,16770.2,16770.2,16608.4,16648.9,Short
8371,2014-10-29 13:15:00,16651.2,16654.5,16596.25,16645.2,Short
8372,2014-10-29 17:15:00,,,,,Short
8373,2014-10-29 21:15:00,,,,,Short
8374,2014-10-30 01:15:00,,,,,Short
8375,2014-10-30 05:15:00,,,,,Short
8376,2014-10-30 09:15:00,16606.5,16729.6,16561.35,16648.25,Short
8377,2014-10-30 13:15:00,16648.25,16776.35,16616.9,16744.6,Short
8378,2014-10-30 17:15:00,,,,,Short
8379,2014-10-30 21:15:00,,,,,Short
8380,2014-10-31 01:15:00,,,,,Short
8381,2014-10-31 05:15:00,,,,,Short
8382,2014-10-31 09:15:00,16812.45,16995.85,16783.65,16964.55,Short
8383,2014-10-31 13:15:00,16964.0,17060.15,16925.9,17040.05,Short
8384,2014-10-31 17:15:00,,,,,Short
8385,2014-10-31 21:15:00,,,,,Short
8386,2014-11-01 01:15:00,,,,,Short
8387,2014-11-01 05:15:00,,,,,Short
8388,2014-11-01 09:15:00,,,,,Short
8389,2014-11-01 13:15:00,,,,,Short
8390,2014-11-01 17:15:00,,,,,Short
8391,2014-11-01 21:15:00,,,,,Short
8392,2014-11-02 01:15:00,,,,,Short
8393,2014-11-02 05:15:00,,,,,Short
8394,2014-11-02 09:15:00,,,,,Short
8395,2014-11-02 13:15:00,,,,,Short
8396,2014-11-02 17:15:00,,,,,Short
8397,2014-11-02 21:15:00,,,,,Short
8398,2014-11-03 01:15:00,,,,,Short
8399,2014-11-03 05:15:00,,,,,Short
8400,2014-11-03 09:15:00,17087.0,17143.35,16934.85,17097.15,Short
8401,2014-11-03 13:15:00,17097.15,17168.4,17092.8,17124.8,Short
8402,2014-11-03 17:15:00,,,,,Short
8403,2014-11-03 21:15:00,,,,,Short
8404,2014-11-04 01:15:00,,,,,Short
8405,2014-11-04 05:15:00,,,,,Short
8406,2014-11-04 09:15:00,,,,,Short
8407,2014-11-04 13:15:00,,,,,Short
8408,2014-11-04 17:15:00,,,,,Short
8409,2014-11-04 21:15:00,,,,,Short
8410,2014-11-05 01:15:00,,,,,Short
8411,2014-11-05 05:15:00,,,,,Short
8412,2014-11-05 09:15:00,17201.45,17373.35,17165.9,17309.75,Short
8413,2014-11-05 13:15:00,17309.8,17425.2,17303.55,17371.6,Short
8414,2014-11-05 17:15:00,,,,,Short
8415,2014-11-05 21:15:00,,,,,Short
8416,2014-11-06 01:15:00,,,,,Short
8417,2014-11-06 05:15:00,,,,,Short
8418,2014-11-06 09:15:00,,,,,Short
8419,2014-11-06 13:15:00,,,,,Short
8420,2014-11-06 17:15:00,,,,,Short
8421,2014-11-06 21:15:00,,,,,Short
8422,2014-11-07 01:15:00,,,,,Short
8423,2014-11-07 05:15:00,,,,,Short
8424,2014-11-07 09:15:00,17366.85,17383.6,17202.2,17309.05,Short
8425,2014-11-07 13:15:00,17309.55,17374.55,17293.15,17372.15,Short
8426,2014-11-07 17:15:00,,,,,Short
8427,2014-11-07 21:15:00,,,,,Short
8428,2014-11-08 01:15:00,,,,,Short
8429,2014-11-08 05:15:00,,,,,Short
8430,2014-11-08 09:15:00,,,,,Short
8431,2014-11-08 13:15:00,,,,,Short
8432,2014-11-08 17:15:00,,,,,Short
8433,2014-11-08 21:15:00,,,,,Short
8434,2014-11-09 01:15:00,,,,,Short
8435,2014-11-09 05:15:00,,,,,Short
8436,2014-11-09 09:15:00,,,,,Short
8437,2014-11-09 13:15:00,,,,,Short
8438,2014-11-09 17:15:00,,,,,Short
8439,2014-11-09 21:15:00,,,,,Short
8440,2014-11-10 01:15:00,,,,,Short
8441,2014-11-10 05:15:00,,,,,Short
8442,2014-11-10 09:15:00,17364.65,17412.0,17203.0,17234.95,Short
8443,2014-11-10 13:15:00,17234.95,17317.55,17203.95,17278.95,Short
8444,2014-11-10 17:15:00,,,,,Short
8445,2014-11-10 21:15:00,,,,,Short
8446,2014-11-11 01:15:00,,,,,Short
8447,2014-11-11 05:15:00,,,,,Short
8448,2014-11-11 09:15:00,17266.25,17398.9,17220.45,17294.2,Short
8449,2014-11-11 13:15:00,17294.2,17434.15,17252.15,17429.5,Short
8450,2014-11-11 17:15:00,,,,,Short
8451,2014-11-11 21:15:00,,,,,Short
8452,2014-11-12 01:15:00,,,,,Short
8453,2014-11-12 05:15:00,,,,,Short
8454,2014-11-12 09:15:00,17461.45,17635.9,17453.45,17625.75,Short
8455,2014-11-12 13:15:00,17625.75,17626.75,17537.75,17581.4,Short
8456,2014-11-12 17:15:00,,,,,Short
8457,2014-11-12 21:15:00,,,,,Short
8458,2014-11-13 01:15:00,,,,,Short
8459,2014-11-13 05:15:00,,,,,Short
8460,2014-11-13 09:15:00,17645.3,17651.0,17434.75,17494.4,Short
8461,2014-11-13 13:15:00,17492.15,17517.3,17389.65,17431.1,Short
8462,2014-11-13 17:15:00,,,,,Short
8463,2014-11-13 21:15:00,,,,,Short
8464,2014-11-14 01:15:00,,,,,Short
8465,2014-11-14 05:15:00,,,,,Short
8466,2014-11-14 09:15:00,17460.55,17565.2,17410.5,17524.55,Short
8467,2014-11-14 13:15:00,17524.55,17601.15,17478.5,17583.2,Short
8468,2014-11-14 17:15:00,,,,,Short
8469,2014-11-14 21:15:00,,,,,Short
8470,2014-11-15 01:15:00,,,,,Short
8471,2014-11-15 05:15:00,,,,,Short
8472,2014-11-15 09:15:00,,,,,Short
8473,2014-11-15 13:15:00,,,,,Short
8474,2014-11-15 17:15:00,,,,,Short
8475,2014-11-15 21:15:00,,,,,Short
8476,2014-11-16 01:15:00,,,,,Short
8477,2014-11-16 05:15:00,,,,,Short
8478,2014-11-16 09:15:00,,,,,Short
8479,2014-11-16 13:15:00,,,,,Short
8480,2014-11-16 17:15:00,,,,,Short
8481,2014-11-16 21:15:00,,,,,Short
8482,2014-11-17 01:15:00,,,,,Short
8483,2014-11-17 05:15:00,,,,,Short
8484,2014-11-17 09:15:00,17571.7,17579.25,17469.25,17500.0,Short
8485,2014-11-17 13:15:00,17500.0,17676.6,17482.75,17610.1,Short
8486,2014-11-17 17:15:00,,,,,Short
8487,2014-11-17 21:15:00,,,,,Short
8488,2014-11-18 01:15:00,,,,,Short
8489,2014-11-18 05:15:00,,,,,Short
8490,2014-11-18 09:15:00,17672.85,17745.6,17601.15,17734.5,Short
8491,2014-11-18 13:15:00,17734.3,17750.25,17639.2,17697.9,Short
8492,2014-11-18 17:15:00,,,,,Short
8493,2014-11-18 21:15:00,,,,,Short
8494,2014-11-19 01:15:00,,,,,Short
8495,2014-11-19 05:15:00,,,,,Short
8496,2014-11-19 09:15:00,17739.2,17745.7,17590.25,17671.85,Short
8497,2014-11-19 13:15:00,17671.85,17680.8,17557.1,17586.85,Short
8498,2014-11-19 17:15:00,,,,,Short
8499,2014-11-19 21:15:00,,,,,Short
8500,2014-11-20 01:15:00,,,,,Short
8501,2014-11-20 05:15:00,,,,,Short
8502,2014-11-20 09:15:00,17649.35,17662.2,17558.1,17592.65,Short
8503,2014-11-20 13:15:00,17592.65,17681.8,17546.7,17651.5,Short
8504,2014-11-20 17:15:00,,,,,Short
8505,2014-11-20 21:15:00,,,,,Short
8506,2014-11-21 01:15:00,,,,,Short
8507,2014-11-21 05:15:00,,,,,Short
8508,2014-11-21 09:15:00,17767.75,18139.95,17716.65,18082.2,Short
8509,2014-11-21 13:15:00,18082.2,18114.05,18038.65,18068.5,Short
8510,2014-11-21 17:15:00,,,,,Short
8511,2014-11-21 21:15:00,,,,,Short
8512,2014-11-22 01:15:00,,,,,Short
8513,2014-11-22 05:15:00,,,,,Short
8514,2014-11-22 09:15:00,,,,,Short
8515,2014-11-22 13:15:00,,,,,Short
8516,2014-11-22 17:15:00,,,,,Short
8517,2014-11-22 21:15:00,,,,,Short
8518,2014-11-23 01:15:00,,,,,Short
8519,2014-11-23 05:15:00,,,,,Short
8520,2014-11-23 09:15:00,,,,,Short
8521,2014-11-23 13:15:00,,,,,Short
8522,2014-11-23 17:15:00,,,,,Short
8523,2014-11-23 21:15:00,,,,,Short
8524,2014-11-24 01:15:00,,,,,Short
8525,2014-11-24 05:15:00,,,,,Short
8526,2014-11-24 09:15:00,18128.6,18239.6,18119.65,18227.1,Short
8527,2014-11-24 13:15:00,18227.1,18313.1,18195.85,18285.4,Short
8528,2014-11-24 17:15:00,,,,,Short
8529,2014-11-24 21:15:00,,,,,Short
8530,2014-11-25 01:15:00,,,,,Short
8531,2014-11-25 05:15:00,,,,,Short
8532,2014-11-25 09:15:00,18261.95,18261.95,17998.7,18021.55,Short
8533,2014-11-25 13:15:00,18021.55,18066.85,17992.5,18040.65,Short
8534,2014-11-25 17:15:00,,,,,Short
8535,2014-11-25 21:15:00,,,,,Short
8536,2014-11-26 01:15:00,,,,,Short
8537,2014-11-26 05:15:00,,,,,Short
8538,2014-11-26 09:15:00,17914.35,18019.2,17890.85,17994.4,Short
8539,2014-11-26 13:15:00,17994.4,18128.15,17950.65,17965.55,Short
8540,2014-11-26 17:15:00,,,,,Short
8541,2014-11-26 21:15:00,,,,,Short
8542,2014-11-27 01:15:00,,,,,Short
8543,2014-11-27 05:15:00,,,,,Short
8544,2014-11-27 09:15:00,17988.7,18024.65,17898.4,17929.1,Short
8545,2014-11-27 13:15:00,17929.1,18054.65,17916.7,18039.25,Short
8546,2014-11-27 17:15:00,,,,,Short
8547,2014-11-27 21:15:00,,,,,Short
8548,2014-11-28 01:15:00,,,,,Short
8549,2014-11-28 05:15:00,,,,,Short
8550,2014-11-28 09:15:00,18082.4,18615.4,18082.4,18535.55,Short
8551,2014-11-28 13:15:00,18535.55,18572.3,18499.05,18527.4,Short
8552,2014-11-28 17:15:00,,,,,Short
8553,2014-11-28 21:15:00,,,,,Short
8554,2014-11-29 01:15:00,,,,,Short
8555,2014-11-29 05:15:00,,,,,Short
8556,2014-11-29 09:15:00,,,,,Short
8557,2014-11-29 13:15:00,,,,,Short
8558,2014-11-29 17:15:00,,,,,Short
8559,2014-11-29 21:15:00,,,,,Short
8560,2014-11-30 01:15:00,,,,,Short
8561,2014-11-30 05:15:00,,,,,Short
8562,2014-11-30 09:15:00,,,,,Short
8563,2014-11-30 13:15:00,,,,,Short
8564,2014-11-30 17:15:00,,,,,Short
8565,2014-11-30 21:15:00,,,,,Short
8566,2014-12-01 01:15:00,,,,,Short
8567,2014-12-01 05:15:00,,,,,Short
8568,2014-12-01 09:15:00,18586.95,18676.1,18529.6,18575.8,Short
8569,2014-12-01 13:15:00,18575.8,18620.7,18539.35,18554.8,Short
8570,2014-12-01 17:15:00,,,,,Short
8571,2014-12-01 21:15:00,,,,,Short
8572,2014-12-02 01:15:00,,,,,Short
8573,2014-12-02 05:15:00,,,,,Short
8574,2014-12-02 09:15:00,18434.75,18594.2,18301.0,18507.95,Short
8575,2014-12-02 13:15:00,18506.1,18601.85,18445.25,18546.85,Short
8576,2014-12-02 17:15:00,,,,,Short
8577,2014-12-02 21:15:00,,,,,Short
8578,2014-12-03 01:15:00,,,,,Short
8579,2014-12-03 05:15:00,,,,,Short
8580,2014-12-03 09:15:00,18549.75,18723.65,18518.0,18710.55,Short
8581,2014-12-03 13:15:00,18710.55,18717.35,18591.95,18639.75,Short
8582,2014-12-03 17:15:00,,,,,Short
8583,2014-12-03 21:15:00,,,,,Short
8584,2014-12-04 01:15:00,,,,,Short
8585,2014-12-04 05:15:00,,,,,Short
8586,2014-12-04 09:15:00,18758.8,18791.65,18575.35,18649.75,Short
8587,2014-12-04 13:15:00,18649.7,18793.15,18603.65,18773.6,Short
8588,2014-12-04 17:15:00,,,,,Short
8589,2014-12-04 21:15:00,,,,,Short
8590,2014-12-05 01:15:00,,,,,Short
8591,2014-12-05 05:15:00,,,,,Short
8592,2014-12-05 09:15:00,18827.6,18875.45,18742.3,18803.0,Short
8593,2014-12-05 13:15:00,18798.85,18853.85,18706.25,18713.75,Short
8594,2014-12-05 17:15:00,,,,,Short
8595,2014-12-05 21:15:00,,,,,Short
8596,2014-12-06 01:15:00,,,,,Short
8597,2014-12-06 05:15:00,,,,,Short
8598,2014-12-06 09:15:00,,,,,Short
8599,2014-12-06 13:15:00,,,,,Short
8600,2014-12-06 17:15:00,,,,,Short
8601,2014-12-06 21:15:00,,,,,Short
8602,2014-12-07 01:15:00,,,,,Short
8603,2014-12-07 05:15:00,,,,,Short
8604,2014-12-07 09:15:00,,,,,Short
8605,2014-12-07 13:15:00,,,,,Short
8606,2014-12-07 17:15:00,,,,,Short
8607,2014-12-07 21:15:00,,,,,Short
8608,2014-12-08 01:15:00,,,,,Short
8609,2014-12-08 05:15:00,,,,,Short
8610,2014-12-08 09:15:00,18804.95,18804.95,18490.8,18538.5,Short
8611,2014-12-08 13:15:00,18538.5,18579.2,18486.55,18513.3,Short
8612,2014-12-08 17:15:00,,,,,Short
8613,2014-12-08 21:15:00,,,,,Short
8614,2014-12-09 01:15:00,,,,,Short
8615,2014-12-09 05:15:00,,,,,Short
8616,2014-12-09 09:15:00,18499.95,18585.35,18349.1,18385.15,Short
8617,2014-12-09 13:15:00,18385.45,18400.55,18248.1,18308.0,Short
8618,2014-12-09 17:15:00,,,,,Short
8619,2014-12-09 21:15:00,,,,,Short
8620,2014-12-10 01:15:00,,,,,Short
8621,2014-12-10 05:15:00,,,,,Short
8622,2014-12-10 09:15:00,18183.1,18532.9,18183.1,18453.35,Short
8623,2014-12-10 13:15:00,18453.35,18532.5,18406.4,18484.8,Short
8624,2014-12-10 17:15:00,,,,,Short
8625,2014-12-10 21:15:00,,,,,Short
8626,2014-12-11 01:15:00,,,,,Short
8627,2014-12-11 05:15:00,,,,,Short
8628,2014-12-11 09:15:00,18427.5,18477.5,18218.4,18347.5,Short
8629,2014-12-11 13:15:00,18348.15,18529.65,18315.35,18399.4,Short
8630,2014-12-11 17:15:00,,,,,Short
8631,2014-12-11 21:15:00,,,,,Short
8632,2014-12-12 01:15:00,,,,,Short
8633,2014-12-12 05:15:00,,,,,Short
8634,2014-12-12 09:15:00,18413.7,18501.75,18341.35,18404.9,Short
8635,2014-12-12 13:15:00,18404.9,18439.45,18236.55,18301.15,Short
8636,2014-12-12 17:15:00,,,,,Short
8637,2014-12-12 21:15:00,,,,,Short
8638,2014-12-13 01:15:00,,,,,Short
8639,2014-12-13 05:15:00,,,,,Short
8640,2014-12-13 09:15:00,,,,,Short
8641,2014-12-13 13:15:00,,,,,Short
8642,2014-12-13 17:15:00,,,,,Short
8643,2014-12-13 21:15:00,,,,,Short
8644,2014-12-14 01:15:00,,,,,Short
8645,2014-12-14 05:15:00,,,,,Short
8646,2014-12-14 09:15:00,,,,,Short
8647,2014-12-14 13:15:00,,,,,Short
8648,2014-12-14 17:15:00,,,,,Short
8649,2014-12-14 21:15:00,,,,,Short
8650,2014-12-15 01:15:00,,,,,Short
8651,2014-12-15 05:15:00,,,,,Short
8652,2014-12-15 09:15:00,18176.7,18470.05,18176.7,18337.05,Short
8653,2014-12-15 13:15:00,18337.05,18426.9,18303.25,18410.65,Short
8654,2014-12-15 17:15:00,,,,,Short
8655,2014-12-15 21:15:00,,,,,Short
8656,2014-12-16 01:15:00,,,,,Short
8657,2014-12-16 05:15:00,,,,,Short
8658,2014-12-16 09:15:00,18249.0,18308.95,17852.3,17897.3,Short
8659,2014-12-16 13:15:00,17897.3,18017.7,17776.35,17837.95,Short
8660,2014-12-16 17:15:00,,,,,Short
8661,2014-12-16 21:15:00,,,,,Short
8662,2014-12-17 01:15:00,,,,,Short
8663,2014-12-17 05:15:00,,,,,Short
8664,2014-12-17 09:15:00,17762.25,17955.9,17502.45,17902.35,Short
8665,2014-12-17 13:15:00,17900.8,18051.85,17832.75,17870.1,Short
8666,2014-12-17 17:15:00,,,,,Short
8667,2014-12-17 21:15:00,,,,,Short
8668,2014-12-18 01:15:00,,,,,Short
8669,2014-12-18 05:15:00,,,,,Short
8670,2014-12-18 09:15:00,18238.0,18298.9,18109.35,18255.4,Short
8671,2014-12-18 13:15:00,18255.4,18356.3,18216.3,18353.65,Short
8672,2014-12-18 17:15:00,,,,,Short
8673,2014-12-18 21:15:00,,,,,Short
8674,2014-12-19 01:15:00,,,,,Short
8675,2014-12-19 05:15:00,,,,,Short
8676,2014-12-19 09:15:00,18545.7,18563.6,18413.75,18482.15,Short
8677,2014-12-19 13:15:00,18482.15,18557.45,18442.5,18482.75,Short
8678,2014-12-19 17:15:00,,,,,Short
8679,2014-12-19 21:15:00,,,,,Short
8680,2014-12-20 01:15:00,,,,,Short
8681,2014-12-20 05:15:00,,,,,Short
8682,2014-12-20 09:15:00,,,,,Short
8683,2014-12-20 13:15:00,,,,,Short
8684,2014-12-20 17:15:00,,,,,Short
8685,2014-12-20 21:15:00,,,,,Short
8686,2014-12-21 01:15:00,,,,,Short
8687,2014-12-21 05:15:00,,,,,Short
8688,2014-12-21 09:15:00,,,,,Short
8689,2014-12-21 13:15:00,,,,,Short
8690,2014-12-21 17:15:00,,,,,Short
8691,2014-12-21 21:15:00,,,,,Short
8692,2014-12-22 01:15:00,,,,,Short
8693,2014-12-22 05:15:00,,,,,Short
8694,2014-12-22 09:15:00,18562.35,18562.35,18424.0,18465.45,Short
8695,2014-12-22 13:15:00,18465.45,18801.15,18443.35,18799.5,Short
8696,2014-12-22 17:15:00,,,,,Short
8697,2014-12-22 21:15:00,,,,,Short
8698,2014-12-23 01:15:00,,,,,Short
8699,2014-12-23 05:15:00,,,,,Short
8700,2014-12-23 09:15:00,18746.8,18923.6,18609.1,18643.05,Short
8701,2014-12-23 13:15:00,18643.05,18704.45,18558.5,18595.25,Short
8702,2014-12-23 17:15:00,,,,,Short
8703,2014-12-23 21:15:00,,,,,Short
8704,2014-12-24 01:15:00,,,,,Short
8705,2014-12-24 05:15:00,,,,,Short
8706,2014-12-24 09:15:00,18582.75,18674.4,18524.75,18614.8,Short
8707,2014-12-24 13:15:00,18614.8,18709.15,18493.3,18582.7,Short
8708,2014-12-24 17:15:00,,,,,Short
8709,2014-12-24 21:15:00,,,,,Short
8710,2014-12-25 01:15:00,,,,,Short
8711,2014-12-25 05:15:00,,,,,Short
8712,2014-12-25 09:15:00,,,,,Short
8713,2014-12-25 13:15:00,,,,,Short
8714,2014-12-25 17:15:00,,,,,Short
8715,2014-12-25 21:15:00,,,,,Short
8716,2014-12-26 01:15:00,,,,,Short
8717,2014-12-26 05:15:00,,,,,Short
8718,2014-12-26 09:15:00,18602.55,18681.75,18531.05,18545.2,Short
8719,2014-12-26 13:15:00,18545.2,18581.4,18448.6,18550.15,Short
8720,2014-12-26 17:15:00,,,,,Short
8721,2014-12-26 21:15:00,,,,,Short
8722,2014-12-27 01:15:00,,,,,Short
8723,2014-12-27 05:15:00,,,,,Short
8724,2014-12-27 09:15:00,,,,,Short
8725,2014-12-27 13:15:00,,,,,Short
8726,2014-12-27 17:15:00,,,,,Short
8727,2014-12-27 21:15:00,,,,,Short
8728,2014-12-28 01:15:00,,,,,Short
8729,2014-12-28 05:15:00,,,,,Short
8730,2014-12-28 09:15:00,,,,,Short
8731,2014-12-28 13:15:00,,,,,Short
8732,2014-12-28 17:15:00,,,,,Short
8733,2014-12-28 21:15:00,,,,,Short
8734,2014-12-29 01:15:00,,,,,Short
8735,2014-12-29 05:15:00,,,,,Short
8736,2014-12-29 09:15:00,18589.6,18700.7,18555.0,18585.9,Short
8737,2014-12-29 13:15:00,18585.9,18597.2,18501.05,18514.8,Short
8738,2014-12-29 17:15:00,,,,,Short
8739,2014-12-29 21:15:00,,,,,Short
8740,2014-12-30 01:15:00,,,,,Short
8741,2014-12-30 05:15:00,,,,,Short
8742,2014-12-30 09:15:00,18573.25,18612.2,18428.1,18596.95,Short
8743,2014-12-30 13:15:00,18591.15,18671.95,18555.0,18661.25,Short
8744,2014-12-30 17:15:00,,,,,Short
8745,2014-12-30 21:15:00,,,,,Short
8746,2014-12-31 01:15:00,,,,,Short
8747,2014-12-31 05:15:00,,,,,Short
8748,2014-12-31 09:15:00,18659.6,18763.6,18659.6,18708.7,Short
8749,2014-12-31 13:15:00,18708.7,18774.2,18686.3,18718.45,Short
8750,2014-12-31 17:15:00,,,,,Short
8751,2014-12-31 21:15:00,,,,,Short
8752,2015-01-01 01:15:00,,,,,Short
8753,2015-01-01 05:15:00,,,,,Short
8754,2015-01-01 09:15:00,18728.2,18735.1,18638.85,18697.85,Short
8755,2015-01-01 13:15:00,18697.85,18781.55,18690.5,18769.6,Short
8756,2015-01-01 17:15:00,,,,,Short
8757,2015-01-01 21:15:00,,,,,Short
8758,2015-01-02 01:15:00,,,,,Short
8759,2015-01-02 05:15:00,,,,,Short
8760,2015-01-02 09:15:00,18752.2,19093.55,18752.2,19081.65,Short
8761,2015-01-02 13:15:00,19081.65,19118.85,19011.6,19097.05,Short
8762,2015-01-02 17:15:00,,,,,Short
8763,2015-01-02 21:15:00,,,,,Short
8764,2015-01-03 01:15:00,,,,,Short
8765,2015-01-03 05:15:00,,,,,Short
8766,2015-01-03 09:15:00,,,,,Short
8767,2015-01-03 13:15:00,,,,,Short
8768,2015-01-03 17:15:00,,,,,Short
8769,2015-01-03 21:15:00,,,,,Short
8770,2015-01-04 01:15:00,,,,,Short
8771,2015-01-04 05:15:00,,,,,Short
8772,2015-01-04 09:15:00,,,,,Short
8773,2015-01-04 13:15:00,,,,,Short
8774,2015-01-04 17:15:00,,,,,Short
8775,2015-01-04 21:15:00,,,,,Short
8776,2015-01-05 01:15:00,,,,,Short
8777,2015-01-05 05:15:00,,,,,Short
8778,2015-01-05 09:15:00,19155.2,19166.0,19007.65,19031.25,Short
8779,2015-01-05 13:15:00,19030.4,19073.7,18987.7,19019.9,Short
8780,2015-01-05 17:15:00,,,,,Short
8781,2015-01-05 21:15:00,,,,,Short
8782,2015-01-06 01:15:00,,,,,Short
8783,2015-01-06 05:15:00,,,,,Short
8784,2015-01-06 09:15:00,18874.6,18874.6,18578.3,18652.35,Short
8785,2015-01-06 13:15:00,18652.35,18714.05,18388.35,18404.1,Short
8786,2015-01-06 17:15:00,,,,,Short
8787,2015-01-06 21:15:00,,,,,Short
8788,2015-01-07 01:15:00,,,,,Short
8789,2015-01-07 05:15:00,,,,,Short
8790,2015-01-07 09:15:00,18382.55,18482.05,18211.5,18350.05,Short
8791,2015-01-07 13:15:00,18345.75,18394.9,18255.65,18369.35,Short
8792,2015-01-07 17:15:00,,,,,Short
8793,2015-01-07 21:15:00,,,,,Short
8794,2015-01-08 01:15:00,,,,,Short
8795,2015-01-08 05:15:00,,,,,Short
8796,2015-01-08 09:15:00,18587.1,18615.3,18486.2,18576.65,Short
8797,2015-01-08 13:15:00,18576.65,18752.3,18568.05,18693.65,Short
8798,2015-01-08 17:15:00,,,,,Short
8799,2015-01-08 21:15:00,,,,,Short
8800,2015-01-09 01:15:00,,,,,Short
8801,2015-01-09 05:15:00,,,,,Short
8802,2015-01-09 09:15:00,18845.9,18864.0,18517.25,18565.95,Short
8803,2015-01-09 13:15:00,18569.4,18678.35,18479.65,18595.9,Short
8804,2015-01-09 17:15:00,,,,,Short
8805,2015-01-09 21:15:00,,,,,Short
8806,2015-01-10 01:15:00,,,,,Short
8807,2015-01-10 05:15:00,,,,,Short
8808,2015-01-10 09:15:00,,,,,Short
8809,2015-01-10 13:15:00,,,,,Short
8810,2015-01-10 17:15:00,,,,,Short
8811,2015-01-10 21:15:00,,,,,Short
8812,2015-01-11 01:15:00,,,,,Short
8813,2015-01-11 05:15:00,,,,,Short
8814,2015-01-11 09:15:00,,,,,Short
8815,2015-01-11 13:15:00,,,,,Short
8816,2015-01-11 17:15:00,,,,,Short
